entrega_id,venta_id,fecha_envio,fecha_entrega,estado,tipo_entrega,empresa_logistica,cumplimiento_72h
ET-04436,C-004436,2025-07-18,2025-07-18,Entregado,Propia,,Entregado a tiempo
ET-04439,C-004439,2025-08-24,,Enviado,Logística,Correos Express,
ET-04441,C-004441,2025-06-12,2025-06-14,Entregado,Propia,,Entregado a tiempo
ET-04442,C-004442,2025-07-24,2025-07-27,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04443,C-004443,,,Pendiente,Propia,,
ET-04447,C-004447,2025-07-25,2025-07-28,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04448,C-004448,,,Pendiente,Propia,,
ET-04450,C-004450,2025-06-26,,Enviado,Logística,MRW,
ET-04451,C-004451,2025-06-04,,Enviado,Propia,,
ET-04452,C-004452,2025-06-05,2025-06-09,Entregado,Logística,MRW,Retrasado
ET-04454,C-004454,2025-06-18,2025-06-18,Entregado,Propia,,Entregado a tiempo
ET-04458,C-004458,2025-06-18,,Cancelado,Logística,SEUR,
ET-04459,C-004459,2025-07-04,2025-07-06,Entregado,Logística,DHL,Entregado a tiempo
ET-04460,C-004460,2025-06-25,2025-06-26,Entregado,Logística,MRW,Entregado a tiempo
ET-04461,C-004461,2025-08-02,2025-08-06,Entregado,Logística,Amazon Logistics,Retrasado
ET-04462,C-004462,2025-06-14,2025-06-16,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04465,C-004465,2025-06-28,2025-06-28,Entregado,Propia,,Entregado a tiempo
ET-04468,C-004468,2025-06-17,2025-06-19,Entregado,Propia,,Entregado a tiempo
ET-04470,C-004470,2025-06-20,2025-06-21,Entregado,Propia,,Entregado a tiempo
ET-04471,C-004471,2025-08-09,2025-08-10,Entregado,Logística,MRW,Entregado a tiempo
ET-04472,C-004472,2025-07-13,,Enviado,Propia,,
ET-04474,C-004474,,,Pendiente,Logística,Amazon Logistics,
ET-04475,C-004475,2025-08-18,,Cancelado,Logística,FedEx,
ET-04478,C-004478,2025-07-09,2025-07-09,Entregado,Propia,,Entregado a tiempo
ET-04479,C-004479,2025-08-26,2025-08-26,Entregado,Logística,SEUR,Entregado a tiempo
ET-04480,C-004480,2025-08-16,,Enviado,Propia,,
ET-04481,C-004481,2025-06-15,2025-06-16,Entregado,Logística,MRW,Entregado a tiempo
ET-04482,C-004482,2025-08-23,,Enviado,Logística,DHL,
ET-04483,C-004483,2025-07-16,2025-07-18,Entregado,Logística,MRW,Entregado a tiempo
ET-04484,C-004484,2025-08-09,2025-08-11,Entregado,Propia,,Entregado a tiempo
ET-04485,C-004485,2025-07-03,2025-07-05,Entregado,Logística,DHL,Entregado a tiempo
ET-04487,C-004487,2025-06-21,2025-06-25,Entregado,Propia,,Retrasado
ET-04488,C-004488,2025-07-18,,Enviado,Logística,Amazon Logistics,
ET-04490,C-004490,2025-08-11,,Enviado,Propia,,
ET-04495,C-004495,2025-07-20,2025-07-21,Entregado,Propia,,Entregado a tiempo
ET-04496,C-004496,2025-07-10,,Enviado,Logística,FedEx,
ET-04497,C-004497,2025-08-14,2025-08-15,Entregado,Propia,,Entregado a tiempo
ET-04498,C-004498,2025-06-05,2025-06-09,Entregado,Propia,,Retrasado
ET-04499,C-004499,2025-07-15,,Enviado,Propia,,
ET-04501,C-004501,2025-06-21,2025-06-23,Entregado,Logística,SEUR,Entregado a tiempo
ET-04502,C-004502,2025-08-19,,Cancelado,Logística,SEUR,
ET-04503,C-004503,2025-06-07,,Cancelado,Propia,,
ET-04504,C-004504,2025-08-16,2025-08-17,Entregado,Logística,SEUR,Entregado a tiempo
ET-04506,C-004506,2025-07-22,,Enviado,Propia,,
ET-04509,C-004509,2025-07-22,2025-07-26,Entregado,Logística,FedEx,Retrasado
ET-04511,C-004511,2025-08-15,,Enviado,Logística,Amazon Logistics,
ET-04512,C-004512,2025-07-09,2025-07-12,Entregado,Logística,FedEx,Entregado a tiempo
ET-04513,C-004513,2025-06-03,,Cancelado,Propia,,
ET-04514,C-004514,2025-06-28,,Enviado,Logística,Amazon Logistics,
ET-04515,C-004515,2025-06-24,,Enviado,Propia,,
ET-04516,C-004516,2025-08-15,,Enviado,Propia,,
ET-04517,C-004517,2025-07-31,,Enviado,Logística,Amazon Logistics,
ET-04518,C-004518,2025-08-08,,Enviado,Logística,UPS,
ET-04519,C-004519,2025-08-11,2025-08-15,Entregado,Propia,,Retrasado
ET-04521,C-004521,2025-07-09,2025-07-13,Entregado,Logística,Amazon Logistics,Retrasado
ET-04523,C-004523,2025-06-28,2025-06-30,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04524,C-004524,2025-06-22,2025-06-26,Entregado,Logística,DHL,Retrasado
ET-04526,C-004526,2025-07-16,,Cancelado,Logística,Amazon Logistics,
ET-04527,C-004527,2025-06-11,2025-06-12,Entregado,Propia,,Entregado a tiempo
ET-04528,C-004528,2025-06-07,,Enviado,Logística,SEUR,
ET-04529,C-004529,2025-07-30,,Cancelado,Propia,,
ET-04533,C-004533,2025-07-24,2025-07-25,Entregado,Logística,FedEx,Entregado a tiempo
ET-04534,C-004534,2025-06-09,2025-06-10,Entregado,Propia,,Entregado a tiempo
ET-04535,C-004535,2025-06-18,2025-06-18,Entregado,Propia,,Entregado a tiempo
ET-04536,C-004536,,,Pendiente,Logística,Correos Express,
ET-04539,C-004539,2025-06-08,,Enviado,Propia,,
ET-04541,C-004541,2025-06-05,2025-06-05,Entregado,Propia,,Entregado a tiempo
ET-04542,C-004542,2025-08-14,2025-08-17,Entregado,Propia,,Entregado a tiempo
ET-04543,C-004543,2025-08-23,2025-08-23,Entregado,Propia,,Entregado a tiempo
ET-04545,C-004545,2025-07-30,2025-08-02,Entregado,Logística,SEUR,Entregado a tiempo
ET-04546,C-004546,2025-07-04,2025-07-08,Entregado,Logística,Correos Express,Retrasado
ET-04549,C-004549,2025-07-10,2025-07-12,Entregado,Propia,,Entregado a tiempo
ET-04553,C-004553,2025-08-31,,Enviado,Propia,,
ET-04554,C-004554,2025-08-13,2025-08-14,Entregado,Propia,,Entregado a tiempo
ET-04557,C-004557,2025-06-17,2025-06-20,Entregado,Logística,FedEx,Entregado a tiempo
ET-04559,C-004559,2025-07-13,2025-07-13,Entregado,Propia,,Entregado a tiempo
ET-04561,C-004561,2025-06-13,,Enviado,Propia,,
ET-04563,C-004563,2025-07-06,,Cancelado,Logística,DHL,
ET-04564,C-004564,2025-08-09,2025-08-12,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04566,C-004566,2025-06-22,,Enviado,Logística,UPS,
ET-04567,C-004567,2025-06-18,2025-06-18,Entregado,Propia,,Entregado a tiempo
ET-04568,C-004568,2025-07-07,2025-07-10,Entregado,Propia,,Entregado a tiempo
ET-04569,C-004569,,,Pendiente,Logística,DHL,
ET-04570,C-004570,2025-07-14,2025-07-15,Entregado,Propia,,Entregado a tiempo
ET-04571,C-004571,2025-07-16,2025-07-16,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04574,C-004574,2025-08-08,2025-08-12,Entregado,Logística,UPS,Retrasado
ET-04577,C-004577,2025-06-30,,Enviado,Logística,DHL,
ET-04578,C-004578,2025-07-08,2025-07-10,Entregado,Propia,,Entregado a tiempo
ET-04579,C-004579,2025-06-17,2025-06-19,Entregado,Logística,FedEx,Entregado a tiempo
ET-04581,C-004581,2025-08-26,,Enviado,Propia,,
ET-04583,C-004583,2025-08-26,,Cancelado,Logística,Correos Express,
ET-04584,C-004584,2025-08-11,,Enviado,Logística,SEUR,
ET-04585,C-004585,2025-06-14,2025-06-14,Entregado,Logística,UPS,Entregado a tiempo
ET-04586,C-004586,2025-08-14,2025-08-15,Entregado,Logística,DHL,Entregado a tiempo
ET-04588,C-004588,2025-08-16,2025-08-18,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04589,C-004589,,,Pendiente,Logística,SEUR,
ET-04590,C-004590,2025-07-06,2025-07-08,Entregado,Propia,,Entregado a tiempo
ET-04591,C-004591,2025-07-18,,Enviado,Propia,,
ET-04592,C-004592,2025-08-13,2025-08-13,Entregado,Propia,,Entregado a tiempo
ET-04597,C-004597,2025-06-13,,Cancelado,Logística,SEUR,
ET-04600,C-004600,2025-06-18,,Enviado,Logística,DHL,
ET-04602,C-004602,2025-08-06,2025-08-07,Entregado,Propia,,Entregado a tiempo
ET-04603,C-004603,2025-08-08,2025-08-10,Entregado,Logística,FedEx,Entregado a tiempo
ET-04607,C-004607,2025-08-11,,Enviado,Logística,Amazon Logistics,
ET-04608,C-004608,2025-07-09,2025-07-10,Entregado,Logística,FedEx,Entregado a tiempo
ET-04609,C-004609,2025-06-19,2025-06-22,Entregado,Propia,,Entregado a tiempo
ET-04610,C-004610,,,Pendiente,Propia,,
ET-04613,C-004613,2025-06-04,2025-06-06,Entregado,Logística,UPS,Entregado a tiempo
ET-04614,C-004614,,,Pendiente,Logística,FedEx,
ET-04615,C-004615,2025-07-21,,Cancelado,Logística,FedEx,
ET-04616,C-004616,2025-08-06,2025-08-07,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04617,C-004617,,,Pendiente,Propia,,
ET-04619,C-004619,2025-08-06,,Enviado,Logística,UPS,
ET-04620,C-004620,2025-07-18,2025-07-19,Entregado,Propia,,Entregado a tiempo
ET-04625,C-004625,2025-06-28,2025-07-01,Entregado,Logística,SEUR,Entregado a tiempo
ET-04627,C-004627,2025-06-14,,Cancelado,Propia,,
ET-04629,C-004629,2025-08-06,2025-08-10,Entregado,Propia,,Retrasado
ET-04630,C-004630,2025-07-24,,Cancelado,Propia,,
ET-04634,C-004634,2025-08-28,,Enviado,Propia,,
ET-04635,C-004635,2025-07-21,,Cancelado,Logística,Correos Express,
ET-04636,C-004636,2025-06-15,2025-06-16,Entregado,Logística,SEUR,Entregado a tiempo
ET-04638,C-004638,2025-07-23,2025-07-23,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04639,C-004639,2025-08-17,2025-08-19,Entregado,Propia,,Entregado a tiempo
ET-04640,C-004640,2025-07-30,,Cancelado,Propia,,
ET-04641,C-004641,2025-06-06,2025-06-07,Entregado,Logística,SEUR,Entregado a tiempo
ET-04642,C-004642,2025-06-10,2025-06-13,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04644,C-004644,2025-07-02,2025-07-05,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04645,C-004645,2025-08-24,,Cancelado,Logística,Correos Express,
ET-04647,C-004647,2025-07-08,2025-07-09,Entregado,Propia,,Entregado a tiempo
ET-04648,C-004648,2025-08-02,2025-08-05,Entregado,Logística,MRW,Entregado a tiempo
ET-04649,C-004649,2025-08-05,,Cancelado,Propia,,
ET-04651,C-004651,2025-08-11,2025-08-11,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04652,C-004652,2025-07-18,,Cancelado,Logística,FedEx,
ET-04653,C-004653,2025-07-22,,Enviado,Logística,DHL,
ET-04654,C-004654,,,Pendiente,Logística,FedEx,
ET-04656,C-004656,2025-06-08,,Cancelado,Propia,,
ET-04657,C-004657,2025-06-27,,Enviado,Propia,,
ET-04658,C-004658,2025-07-16,2025-07-18,Entregado,Propia,,Entregado a tiempo
ET-04660,C-004660,2025-06-07,,Enviado,Logística,FedEx,
ET-04662,C-004662,2025-07-09,2025-07-12,Entregado,Logística,SEUR,Entregado a tiempo
ET-04665,C-004665,2025-06-26,2025-06-27,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04666,C-004666,2025-06-05,,Enviado,Logística,Amazon Logistics,
ET-04667,C-004667,2025-07-02,2025-07-04,Entregado,Logística,UPS,Entregado a tiempo
ET-04671,C-004671,2025-06-24,,Enviado,Logística,Amazon Logistics,
ET-04672,C-004672,2025-06-27,2025-07-01,Entregado,Logística,UPS,Retrasado
ET-04673,C-004673,2025-06-11,2025-06-15,Entregado,Logística,MRW,Retrasado
ET-04676,C-004676,2025-08-11,2025-08-13,Entregado,Propia,,Entregado a tiempo
ET-04677,C-004677,,,Pendiente,Logística,Correos Express,
ET-04679,C-004679,2025-06-16,,Enviado,Logística,DHL,
ET-04680,C-004680,2025-06-10,,Enviado,Logística,SEUR,
ET-04682,C-004682,,,Pendiente,Logística,DHL,
ET-04683,C-004683,2025-08-24,,Cancelado,Logística,FedEx,
ET-04685,C-004685,2025-08-04,2025-08-05,Entregado,Logística,SEUR,Entregado a tiempo
ET-04691,C-004691,2025-08-22,2025-08-24,Entregado,Propia,,Entregado a tiempo
ET-04692,C-004692,2025-06-24,,Enviado,Logística,UPS,
ET-04694,C-004694,2025-06-14,,Cancelado,Logística,DHL,
ET-04695,C-004695,2025-07-11,,Enviado,Logística,SEUR,
ET-04697,C-004697,2025-07-23,2025-07-27,Entregado,Propia,,Retrasado
ET-04698,C-004698,2025-06-05,2025-06-07,Entregado,Logística,MRW,Entregado a tiempo
ET-04699,C-004699,2025-06-22,,Enviado,Propia,,
ET-04700,C-004700,2025-07-25,,Cancelado,Logística,Amazon Logistics,
ET-04702,C-004702,,,Pendiente,Propia,,
ET-04703,C-004703,2025-06-23,2025-06-26,Entregado,Logística,SEUR,Entregado a tiempo
ET-04704,C-004704,2025-07-20,,Enviado,Logística,FedEx,
ET-04705,C-004705,2025-07-22,,Cancelado,Propia,,
ET-04706,C-004706,,,Pendiente,Propia,,
ET-04708,C-004708,,,Pendiente,Logística,DHL,
ET-04710,C-004710,2025-06-09,2025-06-09,Entregado,Propia,,Entregado a tiempo
ET-04712,C-004712,2025-06-16,2025-06-17,Entregado,Propia,,Entregado a tiempo
ET-04713,C-004713,2025-08-02,2025-08-05,Entregado,Propia,,Entregado a tiempo
ET-04714,C-004714,2025-08-05,,Enviado,Propia,,
ET-04717,C-004717,2025-08-05,2025-08-08,Entregado,Logística,SEUR,Entregado a tiempo
ET-04718,C-004718,2025-06-20,,Enviado,Logística,FedEx,
ET-04719,C-004719,2025-07-05,,Enviado,Logística,DHL,
ET-04721,C-004721,2025-07-07,2025-07-10,Entregado,Propia,,Entregado a tiempo
ET-04722,C-004722,2025-07-08,,Enviado,Propia,,
ET-04723,C-004723,2025-07-09,2025-07-12,Entregado,Logística,FedEx,Entregado a tiempo
ET-04726,C-004726,2025-06-17,2025-06-19,Entregado,Propia,,Entregado a tiempo
ET-04729,C-004729,2025-07-28,,Cancelado,Propia,,
ET-04730,C-004730,2025-06-29,,Cancelado,Propia,,
ET-04731,C-004731,2025-08-11,,Enviado,Propia,,
ET-04734,C-004734,2025-07-19,2025-07-19,Entregado,Propia,,Entregado a tiempo
ET-04735,C-004735,2025-06-23,2025-06-27,Entregado,Logística,Amazon Logistics,Retrasado
ET-04736,C-004736,2025-08-16,2025-08-20,Entregado,Propia,,Retrasado
ET-04739,C-004739,,,Pendiente,Logística,Correos Express,
ET-04740,C-004740,2025-08-27,,Cancelado,Propia,,
ET-04741,C-004741,2025-07-27,,Enviado,Logística,SEUR,
ET-04742,C-004742,2025-07-31,2025-08-02,Entregado,Propia,,Entregado a tiempo
ET-04744,C-004744,2025-07-19,,Enviado,Logística,DHL,
ET-04746,C-004746,2025-08-04,,Enviado,Propia,,
ET-04749,C-004749,2025-07-05,,Cancelado,Propia,,
ET-04752,C-004752,2025-06-16,2025-06-16,Entregado,Propia,,Entregado a tiempo
ET-04753,C-004753,2025-07-14,2025-07-16,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04756,C-004756,2025-06-27,2025-06-27,Entregado,Propia,,Entregado a tiempo
ET-04757,C-004757,2025-06-30,2025-06-30,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04758,C-004758,,,Pendiente,Propia,,
ET-04759,C-004759,2025-07-12,2025-07-16,Entregado,Propia,,Retrasado
ET-04760,C-004760,2025-06-10,,Enviado,Propia,,
ET-04761,C-004761,2025-06-30,2025-07-01,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04763,C-004763,2025-08-08,,Enviado,Propia,,
ET-04767,C-004767,2025-06-06,,Enviado,Logística,UPS,
ET-04772,C-004772,2025-08-21,2025-08-21,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04774,C-004774,2025-06-26,,Cancelado,Propia,,
ET-04776,C-004776,2025-08-08,2025-08-11,Entregado,Propia,,Entregado a tiempo
ET-04777,C-004777,2025-07-28,2025-08-01,Entregado,Propia,,Retrasado
ET-04780,C-004780,2025-08-11,,Enviado,Propia,,
ET-04781,C-004781,2025-08-18,,Enviado,Logística,FedEx,
ET-04782,C-004782,2025-07-26,,Enviado,Logística,DHL,
ET-04783,C-004783,2025-07-27,2025-07-27,Entregado,Propia,,Entregado a tiempo
ET-04786,C-004786,2025-07-17,2025-07-18,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04790,C-004790,,,Pendiente,Logística,DHL,
ET-04792,C-004792,,,Pendiente,Propia,,
ET-04793,C-004793,2025-07-11,2025-07-14,Entregado,Logística,UPS,Entregado a tiempo
ET-04795,C-004795,2025-07-26,,Enviado,Propia,,
ET-04797,C-004797,2025-06-06,2025-06-08,Entregado,Propia,,Entregado a tiempo
ET-04799,C-004799,2025-08-26,,Cancelado,Logística,Amazon Logistics,
ET-04801,C-004801,2025-06-08,2025-06-10,Entregado,Propia,,Entregado a tiempo
ET-04804,C-004804,2025-08-13,,Enviado,Logística,MRW,
ET-04805,C-004805,2025-07-18,2025-07-19,Entregado,Propia,,Entregado a tiempo
ET-04806,C-004806,2025-07-06,,Enviado,Propia,,
ET-04808,C-004808,,,Pendiente,Logística,Correos Express,
ET-04810,C-004810,2025-07-08,2025-07-12,Entregado,Logística,FedEx,Retrasado
ET-04811,C-004811,2025-08-29,,Enviado,Propia,,
ET-04814,C-004814,2025-08-14,,Enviado,Logística,Correos Express,
ET-04815,C-004815,2025-08-19,,Enviado,Propia,,
ET-04817,C-004817,,,Pendiente,Logística,SEUR,
ET-04818,C-004818,2025-06-14,2025-06-17,Entregado,Propia,,Entregado a tiempo
ET-04819,C-004819,2025-08-27,2025-08-31,Entregado,Propia,,Retrasado
ET-04820,C-004820,2025-07-08,,Enviado,Logística,MRW,
ET-04824,C-004824,,,Pendiente,Logística,UPS,
ET-04826,C-004826,2025-07-13,2025-07-16,Entregado,Logística,SEUR,Entregado a tiempo
ET-04828,C-004828,2025-08-20,2025-08-22,Entregado,Logística,SEUR,Entregado a tiempo
ET-04830,C-004830,2025-06-06,,Enviado,Propia,,
ET-04833,C-004833,2025-07-05,,Enviado,Logística,Amazon Logistics,
ET-04834,C-004834,2025-06-12,2025-06-16,Entregado,Logística,Amazon Logistics,Retrasado
ET-04835,C-004835,2025-07-03,2025-07-07,Entregado,Logística,FedEx,Retrasado
ET-04836,C-004836,2025-06-18,,Enviado,Logística,MRW,
ET-04840,C-004840,2025-08-22,2025-08-26,Entregado,Logística,DHL,Retrasado
ET-04841,C-004841,2025-06-04,2025-06-04,Entregado,Propia,,Entregado a tiempo
ET-04843,C-004843,2025-06-29,2025-07-02,Entregado,Propia,,Entregado a tiempo
ET-04844,C-004844,2025-08-30,2025-09-02,Entregado,Logística,DHL,Entregado a tiempo
ET-04848,C-004848,2025-06-18,2025-06-19,Entregado,Propia,,Entregado a tiempo
ET-04850,C-004850,2025-06-11,,Enviado,Logística,DHL,
ET-04851,C-004851,2025-08-10,,Enviado,Logística,SEUR,
ET-04853,C-004853,2025-07-20,2025-07-21,Entregado,Logística,SEUR,Entregado a tiempo
ET-04854,C-004854,2025-07-02,,Enviado,Propia,,
ET-04855,C-004855,2025-07-07,2025-07-08,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04858,C-004858,2025-07-08,2025-07-10,Entregado,Logística,MRW,Entregado a tiempo
ET-04861,C-004861,2025-06-05,,Enviado,Propia,,
ET-04863,C-004863,2025-07-17,2025-07-17,Entregado,Propia,,Entregado a tiempo
ET-04864,C-004864,2025-06-23,2025-06-24,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04868,C-004868,,,Pendiente,Propia,,
ET-04871,C-004871,2025-06-07,2025-06-10,Entregado,Logística,UPS,Entregado a tiempo
ET-04872,C-004872,2025-06-20,2025-06-21,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04873,C-004873,2025-07-01,2025-07-02,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04874,C-004874,2025-07-25,2025-07-28,Entregado,Propia,,Entregado a tiempo
ET-04875,C-004875,2025-08-04,2025-08-05,Entregado,Propia,,Entregado a tiempo
ET-04876,C-004876,2025-06-12,,Cancelado,Propia,,
ET-04877,C-004877,2025-07-22,2025-07-24,Entregado,Propia,,Entregado a tiempo
ET-04881,C-004881,2025-06-01,,Cancelado,Propia,,
ET-04882,C-004882,2025-06-25,,Cancelado,Propia,,
ET-04883,C-004883,2025-07-21,2025-07-21,Entregado,Logística,SEUR,Entregado a tiempo
ET-04885,C-004885,2025-07-11,2025-07-11,Entregado,Propia,,Entregado a tiempo
ET-04889,C-004889,2025-06-25,2025-06-25,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04890,C-004890,2025-06-26,2025-06-29,Entregado,Propia,,Entregado a tiempo
ET-04891,C-004891,2025-06-23,2025-06-23,Entregado,Logística,DHL,Entregado a tiempo
ET-04893,C-004893,2025-08-17,2025-08-18,Entregado,Logística,DHL,Entregado a tiempo
ET-04894,C-004894,2025-07-29,2025-07-29,Entregado,Logística,SEUR,Entregado a tiempo
ET-04897,C-004897,2025-06-12,,Enviado,Logística,DHL,
ET-04898,C-004898,2025-06-15,2025-06-15,Entregado,Propia,,Entregado a tiempo
ET-04899,C-004899,2025-06-28,,Enviado,Propia,,
ET-04900,C-004900,2025-06-16,2025-06-20,Entregado,Logística,UPS,Retrasado
ET-04901,C-004901,2025-08-30,2025-08-31,Entregado,Logística,FedEx,Entregado a tiempo
ET-04904,C-004904,,,Pendiente,Logística,SEUR,
ET-04906,C-004906,,,Pendiente,Propia,,
ET-04909,C-004909,2025-08-11,2025-08-15,Entregado,Propia,,Retrasado
ET-04910,C-004910,2025-08-16,2025-08-20,Entregado,Propia,,Retrasado
ET-04912,C-004912,2025-07-01,2025-07-04,Entregado,Logística,DHL,Entregado a tiempo
ET-04914,C-004914,,,Pendiente,Propia,,
ET-04915,C-004915,2025-09-01,,Enviado,Logística,FedEx,
ET-04917,C-004917,2025-08-20,,Enviado,Logística,FedEx,
ET-04923,C-004923,2025-08-23,,Enviado,Propia,,
ET-04924,C-004924,2025-06-29,2025-06-30,Entregado,Logística,FedEx,Entregado a tiempo
ET-04927,C-004927,2025-07-01,,Enviado,Propia,,
ET-04929,C-004929,2025-06-14,,Enviado,Logística,UPS,
ET-04930,C-004930,2025-07-12,,Cancelado,Logística,SEUR,
ET-04932,C-004932,2025-08-19,,Enviado,Logística,MRW,
ET-04933,C-004933,2025-07-20,2025-07-21,Entregado,Propia,,Entregado a tiempo
ET-04934,C-004934,2025-06-20,,Enviado,Propia,,
ET-04936,C-004936,2025-06-12,,Enviado,Propia,,
ET-04937,C-004937,2025-06-03,2025-06-06,Entregado,Logística,SEUR,Entregado a tiempo
ET-04940,C-004940,2025-06-19,2025-06-20,Entregado,Logística,UPS,Entregado a tiempo
ET-04941,C-004941,2025-08-27,,Enviado,Propia,,
ET-04943,C-004943,2025-07-20,2025-07-22,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04945,C-004945,2025-06-12,2025-06-12,Entregado,Propia,,Entregado a tiempo
ET-04949,C-004949,2025-08-14,,Enviado,Propia,,
ET-04950,C-004950,2025-07-31,,Cancelado,Propia,,
ET-04951,C-004951,2025-08-28,,Cancelado,Logística,UPS,
ET-04953,C-004953,2025-08-27,,Enviado,Propia,,
ET-04955,C-004955,2025-07-23,,Enviado,Propia,,
ET-04956,C-004956,2025-08-30,2025-08-31,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04957,C-004957,2025-08-04,2025-08-05,Entregado,Propia,,Entregado a tiempo
ET-04958,C-004958,,,Pendiente,Propia,,
ET-04959,C-004959,,,Pendiente,Propia,,
ET-04960,C-004960,2025-06-26,,Enviado,Propia,,
ET-04961,C-004961,2025-07-03,2025-07-04,Entregado,Propia,,Entregado a tiempo
ET-04962,C-004962,2025-07-25,2025-07-29,Entregado,Propia,,Retrasado
ET-04964,C-004964,2025-06-29,,Enviado,Logística,DHL,
ET-04965,C-004965,2025-07-12,,Enviado,Propia,,
ET-04968,C-004968,2025-06-17,,Cancelado,Logística,UPS,
ET-04970,C-004970,2025-07-15,2025-07-17,Entregado,Propia,,Entregado a tiempo
ET-04971,C-004971,2025-08-15,2025-08-16,Entregado,Propia,,Entregado a tiempo
ET-04973,C-004973,2025-06-22,2025-06-26,Entregado,Propia,,Retrasado
ET-04975,C-004975,2025-06-14,,Enviado,Logística,SEUR,
ET-04976,C-004976,2025-06-18,2025-06-22,Entregado,Logística,Correos Express,Retrasado
ET-04978,C-004978,,,Pendiente,Propia,,
ET-04980,C-004980,2025-07-20,,Enviado,Logística,Amazon Logistics,
ET-04982,C-004982,2025-07-13,2025-07-14,Entregado,Logística,MRW,Entregado a tiempo
