pago_id,order_id,provider_id,provider_name,fecha_orden,condicion_pago,fecha_vencimiento,fecha_pago,monto_total,estado_pago
PP-006055,O-006055,PR-00513,"Farmer, Fleming and Stein",2025-08-05,30 días,2025-09-04,,9518.44,Pendiente
PP-006056,O-006056,PR-00514,Curtis and Sons,2025-07-07,30 días,2025-08-06,,4099.75,Retrasado
PP-006057,O-006057,PR-00516,Burke-Payne,2025-06-23,60 días,2025-08-22,2025-07-17,6757.44,Pagado
PP-006058,O-006058,PR-00516,Burke-Payne,2025-07-02,60 días,2025-08-31,2025-08-30,3490.56,Pagado
PP-006059,O-006059,PR-01191,Juarez PLC,2025-06-25,30 días,2025-07-25,2025-07-03,4803.18,Pagado
PP-006060,O-006060,PR-00843,King-Mcconnell,2025-08-18,60 días,2025-10-17,2025-08-26,4570.02,Pagado
PP-006061,O-006061,PR-00503,"Roberts, Ray and Williams",2025-06-28,30 días,2025-07-28,2025-07-09,3475.35,Pagado
PP-006062,O-006062,PR-01362,Johnston-Gregory,2025-08-03,30 días,2025-09-02,2025-08-07,2597.28,Pagado
PP-006063,O-006063,PR-01471,Cardenas Group,2025-07-05,90 días,2025-10-03,,11343.36,Pendiente
PP-006064,O-006064,PR-00677,Hampton LLC,2025-08-21,60 días,2025-10-20,,813.4,Pendiente
PP-006065,O-006065,PR-00479,Gonzales and Sons,2025-06-27,90 días,2025-09-25,,4176.93,Pendiente
PP-006066,O-006066,PR-00934,Baxter PLC,2025-06-30,60 días,2025-08-29,2025-08-10,2915.22,Pagado
PP-006067,O-006067,PR-00513,"Farmer, Fleming and Stein",2025-07-25,30 días,2025-08-24,,2404.24,Pendiente
PP-006068,O-006068,PR-00879,Sheppard PLC,2025-07-15,60 días,2025-09-13,2025-08-22,1296.36,Pagado
PP-006069,O-006069,PR-00517,"Dunlap, Miranda and Archer",2025-08-05,90 días,2025-11-03,2025-10-03,9916.31,Pagado
PP-006070,O-006070,PR-00675,Smith-Jones,2025-08-05,Contado,2025-08-05,2025-08-05,7837.59,Pagado
PP-006071,O-006071,PR-00843,King-Mcconnell,2025-07-05,60 días,2025-09-03,2025-08-06,2432.0,Pagado
PP-006072,O-006072,PR-00504,Harris Inc,2025-08-21,60 días,2025-10-20,,6676.8,Pendiente
PP-006073,O-006073,PR-00504,Harris Inc,2025-07-08,60 días,2025-09-06,,308.2,Pendiente
PP-006074,O-006074,PR-00504,Harris Inc,2025-07-20,60 días,2025-09-18,2025-09-09,813.6,Pagado
PP-006075,O-006075,PR-00504,Harris Inc,2025-07-06,60 días,2025-09-04,,4749.03,Pendiente
PP-006076,O-006076,PR-00505,Clarke PLC,2025-07-28,30 días,2025-08-27,2025-08-22,5203.55,Pagado
PP-006077,O-006077,PR-00505,Clarke PLC,2025-08-17,30 días,2025-09-16,2025-09-10,10710.81,Pagado
PP-006078,O-006078,PR-01330,Neal Ltd,2025-08-07,90 días,2025-11-05,2025-08-19,4814.4,Pagado
PP-006079,O-006079,PR-01330,Neal Ltd,2025-08-08,90 días,2025-11-06,,4389.74,Pendiente
PP-006080,O-006080,PR-00873,Goodman Group,2025-07-02,90 días,2025-09-30,,1386.0,Pendiente
PP-006081,O-006081,PR-00677,Hampton LLC,2025-08-03,60 días,2025-10-02,,345.8,Pendiente
PP-006082,O-006082,PR-00873,Goodman Group,2025-08-15,90 días,2025-11-13,2025-11-05,431.42,Pagado
PP-006083,O-006083,PR-00478,Savage-Black,2025-08-14,60 días,2025-10-13,,4597.6,Pendiente
PP-006084,O-006084,PR-01071,Atkinson-Armstrong,2025-07-11,90 días,2025-10-09,,9211.2,Pendiente
PP-006085,O-006085,PR-00504,Harris Inc,2025-07-03,60 días,2025-09-01,,610.8,Pendiente
PP-006086,O-006086,PR-00505,Clarke PLC,2025-06-24,30 días,2025-07-24,,3720.6,Retrasado
PP-006087,O-006087,PR-01330,Neal Ltd,2025-08-12,90 días,2025-11-10,,1103.6,Pendiente
PP-006088,O-006088,PR-00506,Yates Inc,2025-08-07,90 días,2025-11-05,2025-09-28,1544.15,Pagado
PP-006089,O-006089,PR-00942,Mclaughlin-Williams,2025-07-17,90 días,2025-10-15,2025-10-12,1168.02,Pagado
PP-006090,O-006090,PR-01483,Norton Ltd,2025-08-07,Contado,2025-08-07,2025-08-07,2710.4,Pagado
PP-006091,O-006091,PR-00476,Small-Jacobs,2025-08-19,60 días,2025-10-18,,495.04,Pendiente
PP-006092,O-006092,PR-00476,Small-Jacobs,2025-07-12,60 días,2025-09-10,,9126.4,Pendiente
PP-006093,O-006093,PR-00478,Savage-Black,2025-08-15,60 días,2025-10-14,2025-09-25,2382.04,Pagado
PP-006094,O-006094,PR-00764,"Wright, Collins and Pierce",2025-06-25,60 días,2025-08-24,2025-07-29,8912.63,Pagado
PP-006095,O-006095,PR-00513,"Farmer, Fleming and Stein",2025-07-12,30 días,2025-08-11,2025-08-06,2265.54,Pagado
PP-006096,O-006096,PR-01358,"Douglas, Alvarez and Becker",2025-08-02,90 días,2025-10-31,,6769.6,Pendiente
PP-006097,O-006097,PR-00516,Burke-Payne,2025-07-26,60 días,2025-09-24,2025-08-27,2022.54,Pagado
PP-006098,O-006098,PR-00517,"Dunlap, Miranda and Archer",2025-07-01,90 días,2025-09-29,,6229.15,Pendiente
PP-006099,O-006099,PR-00503,"Roberts, Ray and Williams",2025-07-30,30 días,2025-08-29,,10147.0,Pendiente
PP-006100,O-006100,PR-00505,Clarke PLC,2025-08-05,30 días,2025-09-04,2025-08-07,7803.52,Pagado
PP-006101,O-006101,PR-01330,Neal Ltd,2025-07-15,90 días,2025-10-13,2025-09-19,241.36,Pagado
PP-006102,O-006102,PR-00476,Small-Jacobs,2025-08-04,60 días,2025-10-03,2025-08-30,4634.7,Pagado
PP-006103,O-006103,PR-01363,"Rodriguez, Kelly and Santos",2025-08-08,90 días,2025-11-06,2025-11-03,3788.91,Pagado
PP-006104,O-006104,PR-00700,Garcia PLC,2025-06-27,30 días,2025-07-27,2025-07-24,1478.72,Pagado
PP-006105,O-006105,PR-00934,Baxter PLC,2025-07-14,60 días,2025-09-12,2025-07-27,2810.5,Pagado
PP-006106,O-006106,PR-00480,Parker-Norton,2025-07-09,60 días,2025-09-07,2025-07-22,691.0,Pagado
PP-006107,O-006107,PR-00879,Sheppard PLC,2025-07-27,60 días,2025-09-25,2025-07-28,1140.36,Pagado
PP-006108,O-006108,PR-00504,Harris Inc,2025-07-27,60 días,2025-09-25,,2575.92,Pendiente
PP-006109,O-006109,PR-00505,Clarke PLC,2025-07-08,30 días,2025-08-07,2025-07-17,336.72,Pagado
PP-006110,O-006110,PR-00942,Mclaughlin-Williams,2025-06-23,90 días,2025-09-21,2025-07-17,6948.05,Pagado
PP-006111,O-006111,PR-01471,Cardenas Group,2025-07-30,90 días,2025-10-28,,9500.28,Pendiente
PP-006112,O-006112,PR-00476,Small-Jacobs,2025-07-08,60 días,2025-09-06,,1112.28,Pendiente
PP-006113,O-006113,PR-01363,"Rodriguez, Kelly and Santos",2025-08-08,90 días,2025-11-06,,375.84,Pendiente
PP-006114,O-006114,PR-00677,Hampton LLC,2025-08-21,60 días,2025-10-20,2025-09-08,6126.28,Pagado
PP-006115,O-006115,PR-01071,Atkinson-Armstrong,2025-06-26,90 días,2025-09-24,2025-08-26,5863.93,Pagado
PP-006116,O-006116,PR-01309,Cooper-Knight,2025-07-10,90 días,2025-10-08,,4078.2,Pendiente
PP-006117,O-006117,PR-00879,Sheppard PLC,2025-07-18,60 días,2025-09-16,,4308.92,Pendiente
PP-006118,O-006118,PR-00516,Burke-Payne,2025-08-21,60 días,2025-10-20,2025-08-24,2953.94,Pagado
PP-006119,O-006119,PR-00516,Burke-Payne,2025-08-07,60 días,2025-10-06,,3614.16,Pendiente
PP-006120,O-006120,PR-00516,Burke-Payne,2025-07-10,60 días,2025-09-08,2025-08-12,6492.2,Pagado
PP-006121,O-006121,PR-01191,Juarez PLC,2025-07-21,30 días,2025-08-20,,5003.1,Pendiente
PP-006122,O-006122,PR-00505,Clarke PLC,2025-07-01,30 días,2025-07-31,2025-07-02,2533.93,Pagado
PP-006123,O-006123,PR-00507,"Gutierrez, Charles and Brewer",2025-07-31,90 días,2025-10-29,,362.44,Pendiente
PP-006124,O-006124,PR-00476,Small-Jacobs,2025-08-19,60 días,2025-10-18,2025-09-25,3320.41,Pagado
PP-006125,O-006125,PR-00476,Small-Jacobs,2025-08-19,60 días,2025-10-18,,3099.01,Pendiente
PP-006126,O-006126,PR-00873,Goodman Group,2025-07-21,90 días,2025-10-19,,7373.76,Pendiente
PP-006127,O-006127,PR-00479,Gonzales and Sons,2025-08-20,90 días,2025-11-18,,3853.44,Pendiente
PP-006128,O-006128,PR-00817,"Hernandez, Williams and Gross",2025-08-09,30 días,2025-09-08,2025-08-28,1125.96,Pagado
PP-006129,O-006129,PR-00513,"Farmer, Fleming and Stein",2025-07-21,30 días,2025-08-20,2025-07-24,4143.52,Pagado
PP-006130,O-006130,PR-01071,Atkinson-Armstrong,2025-07-13,90 días,2025-10-11,,4936.54,Pendiente
PP-006131,O-006131,PR-00513,"Farmer, Fleming and Stein",2025-06-23,30 días,2025-07-23,2025-06-23,4111.2,Pagado
PP-006132,O-006132,PR-00617,Alvarez Inc,2025-07-24,30 días,2025-08-23,,8078.84,Pendiente
PP-006133,O-006133,PR-00505,Clarke PLC,2025-06-30,30 días,2025-07-30,2025-07-27,1263.99,Pagado
PP-006134,O-006134,PR-00479,Gonzales and Sons,2025-07-29,90 días,2025-10-27,2025-10-26,2329.0,Pagado
PP-006135,O-006135,PR-00934,Baxter PLC,2025-06-29,60 días,2025-08-28,,6769.56,Pendiente
PP-006136,O-006136,PR-00513,"Farmer, Fleming and Stein",2025-07-15,30 días,2025-08-14,,5729.04,Retrasado
PP-006137,O-006137,PR-00514,Curtis and Sons,2025-08-09,30 días,2025-09-08,2025-08-30,8376.51,Pagado
PP-006138,O-006138,PR-00515,Leonard-Robinson,2025-07-29,60 días,2025-09-27,,911.4,Pendiente
PP-006139,O-006139,PR-00516,Burke-Payne,2025-08-02,60 días,2025-10-01,,12548.7,Pendiente
PP-006140,O-006140,PR-00516,Burke-Payne,2025-08-05,60 días,2025-10-04,2025-09-19,2616.6,Pagado
PP-006141,O-006141,PR-00503,"Roberts, Ray and Williams",2025-08-11,30 días,2025-09-10,,8552.4,Pendiente
PP-006142,O-006142,PR-00843,King-Mcconnell,2025-06-24,60 días,2025-08-23,2025-08-02,5902.5,Pagado
PP-006143,O-006143,PR-00506,Yates Inc,2025-07-14,90 días,2025-10-12,2025-08-16,1565.5,Pagado
PP-006144,O-006144,PR-01309,Cooper-Knight,2025-08-09,90 días,2025-11-07,,4469.0,Pendiente
PP-006145,O-006145,PR-01191,Juarez PLC,2025-07-04,30 días,2025-08-03,2025-07-31,2221.22,Pagado
PP-006146,O-006146,PR-00669,Robinson-Martin,2025-08-07,90 días,2025-11-05,,406.26,Pendiente
PP-006147,O-006147,PR-00617,Alvarez Inc,2025-06-25,30 días,2025-07-25,2025-07-09,555.2,Pagado
PP-006148,O-006148,PR-01362,Johnston-Gregory,2025-06-24,30 días,2025-07-24,2025-06-25,3991.19,Pagado
PP-006149,O-006149,PR-00942,Mclaughlin-Williams,2025-07-03,90 días,2025-10-01,2025-07-17,1669.32,Pagado
PP-006150,O-006150,PR-00507,"Gutierrez, Charles and Brewer",2025-07-06,90 días,2025-10-04,,2750.58,Pendiente
PP-006151,O-006151,PR-01471,Cardenas Group,2025-08-13,90 días,2025-11-11,,6543.34,Pendiente
PP-006152,O-006152,PR-01483,Norton Ltd,2025-07-29,Contado,2025-07-29,,2238.3,Retrasado
PP-006153,O-006153,PR-00476,Small-Jacobs,2025-07-18,60 días,2025-09-16,,3818.0,Pendiente
PP-006154,O-006154,PR-00479,Gonzales and Sons,2025-07-24,90 días,2025-10-22,2025-07-29,2513.49,Pagado
PP-006155,O-006155,PR-00516,Burke-Payne,2025-07-12,60 días,2025-09-10,2025-08-13,5445.47,Pagado
PP-006156,O-006156,PR-00669,Robinson-Martin,2025-08-02,90 días,2025-10-31,2025-09-04,10574.85,Pagado
PP-006157,O-006157,PR-00504,Harris Inc,2025-07-23,60 días,2025-09-21,,543.62,Pendiente
PP-006158,O-006158,PR-00505,Clarke PLC,2025-07-05,30 días,2025-08-04,2025-07-19,4345.6,Pagado
PP-006159,O-006159,PR-00476,Small-Jacobs,2025-07-05,60 días,2025-09-03,,774.06,Pendiente
PP-006160,O-006160,PR-00677,Hampton LLC,2025-08-02,60 días,2025-10-01,,3287.78,Pendiente
PP-006161,O-006161,PR-00479,Gonzales and Sons,2025-08-18,90 días,2025-11-16,2025-09-07,7762.36,Pagado
PP-006162,O-006162,PR-00879,Sheppard PLC,2025-07-09,60 días,2025-09-07,2025-09-04,4043.16,Pagado
PP-006163,O-006163,PR-00516,Burke-Payne,2025-07-14,60 días,2025-09-12,,2273.4,Pendiente
PP-006164,O-006164,PR-00617,Alvarez Inc,2025-08-15,30 días,2025-09-14,,3318.75,Pendiente
PP-006165,O-006165,PR-01330,Neal Ltd,2025-07-28,90 días,2025-10-26,,5134.02,Pendiente
PP-006166,O-006166,PR-00942,Mclaughlin-Williams,2025-07-11,90 días,2025-10-09,,1601.73,Pendiente
PP-006167,O-006167,PR-00476,Small-Jacobs,2025-06-24,60 días,2025-08-23,,6840.83,Pendiente
PP-006168,O-006168,PR-00478,Savage-Black,2025-07-01,60 días,2025-08-30,,4323.15,Pendiente
PP-006169,O-006169,PR-00873,Goodman Group,2025-07-25,90 días,2025-10-23,2025-09-10,4338.72,Pagado
PP-006170,O-006170,PR-00873,Goodman Group,2025-06-24,90 días,2025-09-22,,11040.52,Pendiente
PP-006171,O-006171,PR-00560,Carvalho,2025-08-16,Contado,2025-08-16,2025-08-16,1132.21,Pagado
PP-006172,O-006172,PR-01302,Vasconcelos Garcia - ME,2025-08-10,90 días,2025-11-08,2025-11-06,6209.45,Pagado
PP-006173,O-006173,PR-01302,Vasconcelos Garcia - ME,2025-08-05,90 días,2025-11-03,,6643.91,Pendiente
PP-006174,O-006174,PR-00553,das Neves,2025-06-26,90 días,2025-09-24,2025-09-11,4260.18,Pagado
PP-006175,O-006175,PR-00707,Fonseca Nogueira Ltda.,2025-08-06,30 días,2025-09-05,2025-09-01,480.81,Pagado
PP-006176,O-006176,PR-01354,Rios Macedo - ME,2025-07-16,60 días,2025-09-14,,855.69,Pendiente
PP-006177,O-006177,PR-01354,Rios Macedo - ME,2025-07-22,60 días,2025-09-20,2025-08-15,1016.74,Pagado
PP-006178,O-006178,PR-00531,Andrade,2025-06-24,60 días,2025-08-23,2025-07-30,6234.76,Pagado
PP-006179,O-006179,PR-00555,Gomes,2025-07-28,30 días,2025-08-27,,4802.7,Pendiente
PP-006180,O-006180,PR-01296,Peixoto Dias S.A.,2025-08-05,30 días,2025-09-04,2025-08-12,2051.2,Pagado
PP-006181,O-006181,PR-00556,Rezende,2025-08-08,60 días,2025-10-07,,1492.68,Pendiente
PP-006182,O-006182,PR-00557,Sampaio,2025-07-12,Contado,2025-07-12,2025-07-12,5456.22,Pagado
PP-006183,O-006183,PR-00722,da Cruz,2025-07-08,90 días,2025-10-06,2025-07-09,7299.57,Pagado
PP-006184,O-006184,PR-00558,da Rosa Barbosa - EI,2025-07-10,90 días,2025-10-08,2025-09-09,6515.43,Pagado
PP-006185,O-006185,PR-00541,Silva,2025-06-28,30 días,2025-07-28,2025-07-15,3616.2,Pagado
PP-006186,O-006186,PR-00920,Machado - ME,2025-08-03,60 días,2025-10-02,,9863.49,Pendiente
PP-006187,O-006187,PR-00535,Rocha,2025-08-06,90 días,2025-11-04,2025-08-26,146.88,Pagado
PP-006188,O-006188,PR-01059,Cirino da Luz e Filhos,2025-08-21,Contado,2025-08-21,2025-08-21,2398.48,Pagado
PP-006189,O-006189,PR-01059,Cirino da Luz e Filhos,2025-07-13,Contado,2025-07-13,,888.49,Retrasado
PP-006190,O-006190,PR-00713,Vargas Campos Ltda.,2025-08-04,Contado,2025-08-04,2025-08-04,5444.25,Pagado
PP-006191,O-006191,PR-00643,Souza,2025-07-20,90 días,2025-10-18,2025-07-20,6947.9,Pagado
PP-006192,O-006192,PR-00522,Mendonça e Filhos,2025-08-08,30 días,2025-09-07,2025-08-30,5546.24,Pagado
PP-006193,O-006193,PR-00522,Mendonça e Filhos,2025-07-29,30 días,2025-08-28,,4031.5,Pendiente
PP-006194,O-006194,PR-00522,Mendonça e Filhos,2025-08-15,30 días,2025-09-14,,4219.9,Pendiente
PP-006195,O-006195,PR-01067,Pereira,2025-08-02,90 días,2025-10-31,2025-08-11,640.92,Pagado
PP-006196,O-006196,PR-00941,da Cunha,2025-06-30,Contado,2025-06-30,2025-06-30,2296.22,Pagado
PP-006197,O-006197,PR-00948,Vieira Vargas e Filhos,2025-08-03,30 días,2025-09-02,2025-08-30,2574.0,Pagado
PP-006198,O-006198,PR-01324,Pinto,2025-07-17,Contado,2025-07-17,2025-07-17,1792.48,Pagado
PP-006199,O-006199,PR-00548,Barros,2025-07-26,90 días,2025-10-24,,4470.17,Pendiente
PP-006200,O-006200,PR-00999,Nascimento,2025-08-13,90 días,2025-11-11,2025-09-01,4282.08,Pagado
PP-006201,O-006201,PR-00549,Vieira S.A.,2025-08-05,90 días,2025-11-03,,1135.62,Pendiente
PP-006202,O-006202,PR-00560,Carvalho,2025-08-20,Contado,2025-08-20,2025-08-20,6032.88,Pagado
PP-006203,O-006203,PR-00637,Cardoso Ltda.,2025-08-15,30 días,2025-09-14,,5093.55,Pendiente
PP-006204,O-006204,PR-00564,Gomes,2025-07-02,60 días,2025-08-31,2025-08-10,4963.98,Pagado
PP-006205,O-006205,PR-00564,Gomes,2025-07-02,60 días,2025-08-31,,8003.16,Pendiente
PP-006206,O-006206,PR-00835,Barros Sampaio e Filhos,2025-07-22,30 días,2025-08-21,2025-08-09,1601.67,Pagado
PP-006207,O-006207,PR-01270,da Cruz,2025-07-10,Contado,2025-07-10,2025-07-10,2631.98,Pagado
PP-006208,O-006208,PR-00866,da Rocha,2025-07-14,90 días,2025-10-12,2025-09-20,242.25,Pagado
PP-006209,O-006209,PR-00661,Rocha e Filhos,2025-06-30,90 días,2025-09-28,2025-09-06,1909.23,Pagado
PP-006210,O-006210,PR-00559,Abreu Vargas Ltda.,2025-06-27,30 días,2025-07-27,,7021.74,Pendiente
PP-006211,O-006211,PR-01402,Duarte,2025-08-13,60 días,2025-10-12,,353.6,Pendiente
PP-006212,O-006212,PR-00541,Silva,2025-07-17,30 días,2025-08-16,2025-07-22,2581.95,Pagado
PP-006213,O-006213,PR-00818,Siqueira Ltda.,2025-08-14,90 días,2025-11-12,,4647.72,Pendiente
PP-006214,O-006214,PR-00534,Siqueira Siqueira e Filhos,2025-06-26,60 días,2025-08-25,2025-08-20,1307.17,Pagado
PP-006215,O-006215,PR-00709,Azevedo Lima S.A.,2025-07-17,60 días,2025-09-15,,2273.16,Pendiente
PP-006216,O-006216,PR-00534,Siqueira Siqueira e Filhos,2025-06-30,60 días,2025-08-29,,870.76,Pendiente
PP-006217,O-006217,PR-00536,Duarte,2025-08-06,90 días,2025-11-04,,11782.08,Pendiente
PP-006218,O-006218,PR-01060,da Mota Borges S/A,2025-08-19,60 días,2025-10-18,,434.86,Pendiente
PP-006219,O-006219,PR-00834,Cavalcante,2025-07-07,Contado,2025-07-07,,3657.5,Pendiente
PP-006220,O-006220,PR-00518,Guerra,2025-07-20,30 días,2025-08-19,2025-07-20,936.6,Pagado
PP-006221,O-006221,PR-01163,Brito Ltda.,2025-08-11,90 días,2025-11-09,2025-08-27,3069.22,Pagado
PP-006222,O-006222,PR-00666,Guerra,2025-07-21,60 días,2025-09-19,,6722.17,Pendiente
PP-006223,O-006223,PR-00539,Rocha Ramos S/A,2025-08-03,30 días,2025-09-02,2025-08-23,7148.7,Pagado
PP-006224,O-006224,PR-00543,Pinto,2025-06-29,90 días,2025-09-27,,4283.12,Pendiente
PP-006225,O-006225,PR-00544,Santos - ME,2025-07-05,90 días,2025-10-03,,4986.72,Pendiente
PP-006226,O-006226,PR-00941,da Cunha,2025-07-20,Contado,2025-07-20,2025-07-20,5580.08,Pagado
PP-006227,O-006227,PR-00564,Gomes,2025-08-15,60 días,2025-10-14,,3700.2,Pendiente
PP-006228,O-006228,PR-01349,Silveira Duarte - ME,2025-07-01,90 días,2025-09-29,2025-08-13,3797.12,Pagado
PP-006229,O-006229,PR-01349,Silveira Duarte - ME,2025-08-13,90 días,2025-11-11,,3732.3,Pendiente
PP-006230,O-006230,PR-00552,Alves da Mata - ME,2025-08-11,30 días,2025-09-10,,3038.08,Pendiente
PP-006231,O-006231,PR-00552,Alves da Mata - ME,2025-07-20,30 días,2025-08-19,2025-08-10,2183.48,Pagado
PP-006232,O-006232,PR-00554,Novais,2025-07-15,60 días,2025-09-13,,3859.68,Pendiente
PP-006233,O-006233,PR-00835,Barros Sampaio e Filhos,2025-08-08,30 días,2025-09-07,,7440.78,Pendiente
PP-006234,O-006234,PR-00904,Casa Grande Casa Grande Ltda.,2025-07-04,Contado,2025-07-04,2025-07-04,2512.92,Pagado
PP-006235,O-006235,PR-00904,Casa Grande Casa Grande Ltda.,2025-08-03,Contado,2025-08-03,2025-08-03,1510.5,Pagado
PP-006236,O-006236,PR-00904,Casa Grande Casa Grande Ltda.,2025-08-20,Contado,2025-08-20,,7698.53,Retrasado
PP-006237,O-006237,PR-00904,Casa Grande Casa Grande Ltda.,2025-08-04,Contado,2025-08-04,,5364.48,Retrasado
PP-006238,O-006238,PR-00528,Monteiro,2025-07-06,60 días,2025-09-04,2025-09-01,14628.24,Pagado
PP-006239,O-006239,PR-00978,Martins Duarte - EI,2025-08-20,90 días,2025-11-18,,7332.23,Pendiente
PP-006240,O-006240,PR-00555,Gomes,2025-07-09,30 días,2025-08-08,2025-08-03,2627.1,Pagado
PP-006241,O-006241,PR-00556,Rezende,2025-07-13,60 días,2025-09-11,,479.15,Pendiente
PP-006242,O-006242,PR-00722,da Cruz,2025-07-22,90 días,2025-10-20,,14188.8,Pendiente
PP-006243,O-006243,PR-00559,Abreu Vargas Ltda.,2025-08-09,30 días,2025-09-08,2025-09-06,1240.62,Pagado
PP-006244,O-006244,PR-00559,Abreu Vargas Ltda.,2025-06-26,30 días,2025-07-26,,1426.48,Retrasado
PP-006245,O-006245,PR-00818,Siqueira Ltda.,2025-06-28,90 días,2025-09-26,2025-07-05,3774.75,Pagado
PP-006246,O-006246,PR-00534,Siqueira Siqueira e Filhos,2025-07-23,60 días,2025-09-21,2025-08-20,4944.81,Pagado
PP-006247,O-006247,PR-01008,Pires,2025-07-31,Contado,2025-07-31,2025-07-31,3053.5,Pagado
PP-006248,O-006248,PR-00535,Rocha,2025-07-04,90 días,2025-10-02,2025-10-01,3234.48,Pagado
PP-006249,O-006249,PR-01060,da Mota Borges S/A,2025-07-14,60 días,2025-09-12,2025-08-20,8160.02,Pagado
PP-006250,O-006250,PR-00537,Vieira,2025-07-31,90 días,2025-10-29,2025-09-16,4681.2,Pagado
PP-006251,O-006251,PR-00834,Cavalcante,2025-07-10,Contado,2025-07-10,2025-07-10,3556.5,Pagado
PP-006252,O-006252,PR-00560,Carvalho,2025-08-02,Contado,2025-08-02,2025-08-02,3336.96,Pagado
PP-006253,O-006253,PR-01248,Pinto - ME,2025-07-20,90 días,2025-10-18,2025-08-28,701.58,Pagado
PP-006254,O-006254,PR-00637,Cardoso Ltda.,2025-08-03,30 días,2025-09-02,,205.19,Pendiente
PP-006255,O-006255,PR-01331,Santos,2025-07-04,90 días,2025-10-02,2025-08-08,4189.06,Pagado
PP-006256,O-006256,PR-01331,Santos,2025-06-25,90 días,2025-09-23,,1835.4,Pendiente
PP-006257,O-006257,PR-00707,Fonseca Nogueira Ltda.,2025-07-15,30 días,2025-08-14,2025-08-11,234.23,Pagado
PP-006258,O-006258,PR-00707,Fonseca Nogueira Ltda.,2025-08-15,30 días,2025-09-14,2025-08-29,3856.3,Pagado
PP-006259,O-006259,PR-00835,Barros Sampaio e Filhos,2025-06-30,30 días,2025-07-30,2025-07-25,4447.14,Pagado
PP-006260,O-006260,PR-00524,Alves,2025-07-08,30 días,2025-08-07,2025-07-30,2047.69,Pagado
PP-006261,O-006261,PR-00904,Casa Grande Casa Grande Ltda.,2025-07-27,Contado,2025-07-27,,1790.8,Pendiente
PP-006262,O-006262,PR-01443,Costela Ltda.,2025-08-20,60 días,2025-10-19,,6054.84,Pendiente
PP-006263,O-006263,PR-01354,Rios Macedo - ME,2025-06-25,60 días,2025-08-24,,6016.34,Pendiente
PP-006264,O-006264,PR-00529,Gonçalves Sá S/A,2025-08-06,60 días,2025-10-05,,4099.31,Pendiente
PP-006265,O-006265,PR-00529,Gonçalves Sá S/A,2025-07-23,60 días,2025-09-21,2025-09-13,4211.76,Pagado
PP-006266,O-006266,PR-01354,Rios Macedo - ME,2025-07-28,60 días,2025-09-26,,7100.16,Pendiente
PP-006267,O-006267,PR-01354,Rios Macedo - ME,2025-08-03,60 días,2025-10-02,,6413.55,Pendiente
PP-006268,O-006268,PR-00530,Montenegro Fogaça e Filhos,2025-08-06,Contado,2025-08-06,,1325.76,Retrasado
PP-006269,O-006269,PR-01168,Cirino - EI,2025-07-29,Contado,2025-07-29,2025-07-29,9111.04,Pagado
PP-006270,O-006270,PR-00895,Cavalcanti Ltda.,2025-07-14,90 días,2025-10-12,,8652.6,Pendiente
PP-006271,O-006271,PR-00532,Machado,2025-07-28,60 días,2025-09-26,,12041.95,Pendiente
PP-006272,O-006272,PR-01296,Peixoto Dias S.A.,2025-08-11,30 días,2025-09-10,,11324.79,Pendiente
PP-006273,O-006273,PR-01296,Peixoto Dias S.A.,2025-08-06,30 días,2025-09-05,,6906.12,Pendiente
PP-006274,O-006274,PR-01296,Peixoto Dias S.A.,2025-07-07,30 días,2025-08-06,,1071.72,Retrasado
PP-006275,O-006275,PR-00558,da Rosa Barbosa - EI,2025-07-24,90 días,2025-10-22,,11921.67,Pendiente
PP-006276,O-006276,PR-00559,Abreu Vargas Ltda.,2025-06-26,30 días,2025-07-26,2025-07-02,2327.38,Pagado
PP-006277,O-006277,PR-00541,Silva,2025-08-12,30 días,2025-09-11,,11679.03,Pendiente
PP-006278,O-006278,PR-00535,Rocha,2025-07-25,90 días,2025-10-23,,1961.31,Pendiente
PP-006279,O-006279,PR-01210,Cassiano - ME,2025-07-07,90 días,2025-10-05,2025-09-06,4980.96,Pagado
PP-006280,O-006280,PR-00560,Carvalho,2025-07-25,Contado,2025-07-25,2025-07-25,12088.44,Pagado
PP-006281,O-006281,PR-00560,Carvalho,2025-08-20,Contado,2025-08-20,,429.66,Retrasado
PP-006282,O-006282,PR-00814,Mendes,2025-07-17,90 días,2025-10-15,,3479.91,Pendiente
PP-006283,O-006283,PR-00777,Sampaio e Filhos,2025-07-01,30 días,2025-07-31,2025-07-17,3162.62,Pagado
PP-006284,O-006284,PR-00777,Sampaio e Filhos,2025-06-27,30 días,2025-07-27,2025-07-06,3438.54,Pagado
